feature,n_active,path_rate,modality,modality_ratio,concept,specificity,top_gene,top_gene_frac,top_family,top_family_frac,top_sub,top_sub_frac,gly_from,cys_from,cys_to,pro_to,mean_hydro_change,mean_charge_change,mean_vol_change,pos_clustered,mean_pLI,top_go_1,top_go_2,top_go_3
9201,134,0.5,cross-mo,0.581,unresolved,0,TNFAIP2,0.05,transporter,0.15,L>V,0.15,0.05,0.1,0.05,0.0,2.62,0.28,32.8,False,0.19,GO:0005886,GO:0005737,GO:0005634
9205,10,0.857,cross-mo,0.526,mechanism:proline-introduction,3,KCNA2,0.1,ion_channel,0.1,R>P,0.3,0.05,0.0,0.05,0.55,2.78,0.52,54.9,False,0.399,GO:0005886,GO:0005829,GO:0016020
9208,1733,0.143,cross-mo,0.602,unresolved,0,PMS2,0.047,keratin,0.035,Q>R,1.0,0.0,0.0,0.0,0.0,1.0,1.0,29.6,False,0.288,GO:0005829,GO:0005654,GO:0005634
9209,15,0.333,cross-mo,0.576,unresolved,0,ARL6IP4,0.1,ion_channel,0.05,K>R,0.75,0.05,0.0,0.05,0.05,1.13,0.05,21.9,False,0.495,GO:0005654,GO:0005634,GO:0003723
9210,247,0.25,cross-mo,0.615,unresolved,0,THBD,0.05,coagulation,0.05,D>N,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,False,0.154,GO:0005886,GO:0005615,GO:0005576
9211,129,0.667,cross-mo,0.563,unresolved,0,SHOC2,0.1,other,0.0,L>F,0.95,0.0,0.0,0.0,0.0,1.03,0.0,23.2,False,0.301,GO:0005829,GO:0005634,GO:0005654
9212,683,0.143,cross-mo,0.607,unresolved,0,MMACHC,0.059,other,0.0,H>Q,1.0,0.0,0.0,0.0,0.0,0.3,0.5,9.4,False,0.129,GO:0005634,GO:0008270,GO:0005737
9213,303,0.375,cross-mo,0.572,unresolved,0,NUP62,0.1,other,0.0,T>A,0.2,0.0,0.0,0.05,0.1,3.35,0.3,38.1,False,0.296,GO:0005886,GO:0005634,GO:0005737
9214,3688,0.165,cross-mo,0.586,unresolved,0,CLIC6,0.011,transporter,0.043,P>L,0.049,0.06,0.011,0.065,0.054,3.13,0.31,41.3,False,0.227,GO:0005886,GO:0005634,GO:0005829
9215,2904,0.934,dna-driv,0.224,mechanism:glycine-loss,2,PRKCG,0.021,ion_channel,0.076,P>L,0.31,0.6,0.007,0.055,0.0,3.26,0.32,68.0,False,0.537,GO:0005886,GO:0005829,GO:0005634
9218,821,0.889,cross-mo,0.56,unresolved,0,EDAR,0.049,transporter,0.073,G>D,0.171,0.39,0.171,0.0,0.024,3.33,0.49,64.8,False,0.291,GO:0005634,GO:0005829,GO:0005737
9219,103,-1.0,cross-mo,0.592,benign-general,1,FGFR2,0.05,other,0.0,S>L,0.25,0.25,0.0,0.0,0.15,3.99,0.12,63.2,False,0.294,GO:0005886,GO:0005829,GO:0005737
9220,1061,0.727,dna-driv,0.342,mechanism:charge-reversal,2,MSH2,0.038,transporter,0.019,K>E,0.925,0.0,0.0,0.0,0.0,0.5,1.89,32.2,False,0.459,GO:0005829,GO:0005634,GO:0005886
9222,376,1.0,cross-mo,0.633,mechanism:cysteine-gain,4,PHEX,0.05,transporter,0.05,W>C,1.0,0.0,0.0,1.0,0.0,3.4,0.0,119.3,False,0.206,GO:0005789,GO:0070062,GO:0005783
9224,94,-1.0,cross-mo,0.583,benign-general,1,SLC2A1,0.05,transporter,0.05,P>S,0.1,0.1,0.0,0.05,0.0,3.32,0.38,39.8,False,0.413,GO:0005829,GO:0005886,GO:0016020
9225,302,0.0,cross-mo,0.597,benign-general,1,SPI1,0.15,transporter,0.05,F>L,0.95,0.0,0.0,0.05,0.0,0.97,0.0,26.1,False,0.494,GO:0005634,GO:0000978,GO:0006357
9226,1031,0.3,cross-mo,0.571,unresolved,0,SLC26A8,0.039,transporter,0.059,I>V,0.902,0.0,0.0,0.0,0.0,0.42,0.02,27.2,False,0.222,GO:0005737,GO:0005886,GO:0005829
9232,590,0.0,cross-mo,0.611,benign-general,1,SYN1,0.069,ion_channel,0.034,P>S,0.931,0.034,0.0,0.0,0.0,0.85,0.0,23.9,False,0.445,GO:0005634,GO:0005829,GO:0005654
9233,17,0.5,cross-mo,0.578,unresolved,0,OTC,0.05,transporter,0.05,N>S,0.3,0.05,0.0,0.0,0.0,2.71,0.15,36.5,False,0.262,GO:0005886,GO:0005737,GO:0016020
9234,26,-1.0,cross-mo,0.574,mechanism:hydrophobicity-switch,2,ABCD1,0.1,transporter,0.1,L>P,1.0,0.0,0.0,0.0,1.0,5.4,0.0,54.0,False,0.158,GO:0005789,GO:0016020,GO:0005783
9236,3036,0.1,dna-driv,0.237,unresolved,0,ZBED1,0.013,ion_channel,0.026,G>A,0.232,0.358,0.0,0.0,0.079,3.53,0.4,40.9,False,0.284,GO:0005634,GO:0005829,GO:0005886
9241,402,-1.0,cross-mo,0.597,benign-general,1,MYL3,0.05,cardiac_sarcomere,0.05,K>Q,0.4,0.0,0.0,0.0,0.0,0.83,1.2,33.8,False,0.247,GO:0003723,GO:0005634,GO:0005730
9243,481,0.583,cross-mo,0.374,unresolved,0,COL10A1,0.042,collagen,0.042,G>A,0.167,0.167,0.0,0.042,0.083,2.71,0.44,43.0,False,0.358,GO:0005829,GO:0005654,GO:0005576
9244,577,0.214,cross-mo,0.591,unresolved,0,RECQL,0.071,transporter,0.036,T>K,0.464,0.0,0.0,0.0,0.0,3.8,0.95,45.6,False,0.21,GO:0005829,GO:0005615,GO:0016020
9246,2617,0.526,dna-driv,0.253,unresolved,0,GLA,0.015,transporter,0.046,S>T,0.085,0.0,0.015,0.008,0.008,2.51,0.12,34.6,False,0.293,GO:0016020,GO:0005634,GO:0005886
9247,19,0.333,cross-mo,0.572,unresolved,0,CLINT1,0.05,transporter,0.05,L>S,0.6,0.0,0.0,0.0,0.0,4.13,0.0,85.9,False,0.094,GO:0005886,GO:0070062,GO:0016020
9249,59,0.667,cross-mo,0.577,unresolved,0,KCND2,0.05,keratin,0.15,R>H,0.35,0.05,0.0,0.05,0.0,2.06,0.78,39.0,False,0.151,GO:0005886,GO:0005829,GO:0070062
9251,1928,0.067,dna-driv,0.322,benign-general,1,TNFSF14,0.01,transporter,0.021,I>T,0.104,0.01,0.0,0.042,0.062,2.51,0.31,40.8,False,0.191,GO:0005886,GO:0005829,GO:0005634
9252,42,0.857,cross-mo,0.569,mechanism:hydrophobicity-switch,2,SDHB,0.05,RAS_MAPK,0.05,N>I,0.9,0.0,0.0,0.0,0.0,7.45,0.0,51.4,False,0.429,GO:0005737,GO:0005739,GO:0005886
9253,589,0.0,cross-mo,0.588,benign-general,1,PCDHGA1,0.034,transporter,0.172,A>T,0.69,0.034,0.0,0.0,0.0,2.41,0.07,34.3,False,0.197,GO:0005737,GO:0005634,GO:0005886
9254,168,1.0,cross-mo,0.526,mechanism:cysteine-gain,4,ABAT,0.1,other,0.0,F>C,1.0,0.0,0.0,1.0,0.0,0.3,0.0,81.4,False,0.175,GO:0005829,GO:0005886,GO:0005739
9257,1234,0.027,cross-mo,0.626,benign-general,1,ATRIP,0.016,transporter,0.082,V>A,1.0,0.0,0.0,0.0,0.0,2.4,0.0,51.4,False,0.302,GO:0005634,GO:0005886,GO:0005654
9259,4425,0.612,dna-driv,0.215,unresolved,0,GJB1,0.018,ion_channel,0.036,V>M,0.231,0.032,0.0,0.063,0.0,1.47,0.17,27.1,False,0.482,GO:0005886,GO:0005737,GO:0005829
9260,22,-1.0,cross-mo,0.561,unresolved,0,FECH,0.1,other,0.0,R>G,0.25,0.0,0.05,0.1,0.05,3.41,0.78,58.6,False,0.169,GO:0005739,GO:0005759,GO:0005743
9261,1094,0.368,dna-driv,0.329,unresolved,0,DYTN,0.019,ion_channel,0.037,R>C,0.315,0.056,0.0,0.315,0.0,3.64,0.81,47.9,False,0.185,GO:0005829,GO:0005737,GO:0005886
9263,700,0.0,cross-mo,0.6,benign-general,1,HEXD,0.029,keratin,0.086,R>C,0.2,0.057,0.0,0.229,0.086,3.51,0.56,51.7,False,0.125,GO:0005886,GO:0005829,GO:0005634
9264,319,0.167,cross-mo,0.605,unresolved,0,KCNN2,0.05,ion_channel,0.05,I>M,0.6,0.0,0.0,0.0,0.0,2.58,0.05,6.8,False,0.237,GO:0005886,GO:0005634,GO:0070062
9265,16,0.5,cross-mo,0.573,unresolved,0,HNRNPU,0.4,RAS_MAPK,0.05,N>S,0.6,0.0,0.0,0.05,0.0,2.08,0.15,28.2,False,0.892,GO:0005654,GO:0005634,GO:0003723
9266,22,-1.0,cross-mo,0.596,mechanism:hydrophobicity-switch,2,SPG7,0.1,transporter,0.05,P>L,1.0,0.0,0.0,0.0,0.0,5.4,0.0,54.0,False,0.106,GO:0005634,GO:0005829,GO:0005524
9267,1040,0.5,cross-mo,0.59,unresolved,0,IMPG1,0.019,RAS_MAPK,0.019,D>Y,1.0,0.0,0.0,0.0,0.0,2.2,1.0,82.5,False,0.273,GO:0005634,GO:0005654,GO:0005829
9268,185,-1.0,cross-mo,0.57,benign-general,1,KRTAP10-2,0.05,keratin,0.2,C>G,0.1,0.05,0.15,0.0,0.0,3.07,0.55,49.3,False,0.133,GO:0005829,GO:0042802,GO:0005737
9269,135,0.0,cross-mo,0.563,benign-general,1,SAXO1,0.1,keratin,0.1,K>N,0.9,0.0,0.0,0.0,0.0,0.64,0.95,52.2,False,0.222,GO:0005829,GO:0005737,GO:0070062
9270,1383,0.143,cross-mo,0.601,unresolved,0,BFSP1,0.014,transporter,0.058,T>I,0.188,0.0,0.0,0.029,0.014,3.74,0.13,55.9,False,0.255,GO:0005829,GO:0005634,GO:0005737
9273,35,0.833,cross-mo,0.555,unresolved,0,BBS7,0.05,ion_channel,0.05,L>S,0.95,0.0,0.0,0.0,0.0,4.42,0.0,75.0,False,0.395,GO:0005634,GO:0005829,GO:0005737
9280,328,0.9,cross-mo,0.592,unresolved,0,IDS,0.1,transporter,0.1,S>I,0.1,0.1,0.05,0.1,0.2,3.28,0.3,63.3,False,0.345,GO:0005829,GO:0005634,GO:0005737
9282,899,0.037,cross-mo,0.595,benign-general,1,MRPL37,0.023,transporter,0.023,R>H,0.159,0.0,0.0,0.023,0.091,2.45,0.3,29.9,False,0.138,GO:0005886,GO:0005737,GO:0005654
9285,11,0.571,cross-mo,0.541,unresolved,0,HRAS,0.05,RAS_MAPK,0.05,P>T,0.5,0.05,0.0,0.05,0.05,1.7,0.18,31.9,False,0.251,GO:0005886,GO:0005654,GO:0005737
9286,32,0.444,cross-mo,0.567,unresolved,0,CHEK2,0.1,transporter,0.05,A>S,0.75,0.0,0.0,0.0,0.1,2.67,0.0,6.8,False,0.204,GO:0005829,GO:0005634,GO:0070062
9296,15,0.429,cross-mo,0.563,unresolved,0,PTEN,0.05,RAS_MAPK,0.05,E>G,0.1,0.0,0.0,0.0,0.1,2.31,0.28,39.2,False,0.148,GO:0005737,GO:0005829,GO:0005634
9297,3397,0.847,cross-mo,0.586,unresolved,0,LDLR,0.036,transporter,0.036,R>W,0.775,0.036,0.101,0.0,0.0,3.43,0.78,67.8,False,0.22,GO:0005886,GO:0016020,GO:0005829
9299,77,0.0,cross-mo,0.577,benign-general,1,UBAP1,0.05,transporter,0.15,A>V,0.15,0.05,0.05,0.0,0.05,2.78,0.3,49.6,False,0.112,GO:0005886,GO:0005829,GO:0016020
9300,1128,0.848,dna-driv,0.309,mechanism:charge-reversal,2,GALC,0.036,transporter,0.036,E>G,0.5,0.0,0.0,0.0,0.107,3.31,0.88,59.2,False,0.287,GO:0005829,GO:0005886,GO:0016020
9302,1528,0.932,cross-mo,0.606,mechanism:charge-reversal,2,GLA,0.053,RAS_MAPK,0.013,W>R,0.882,0.0,0.0,0.0,0.0,3.5,0.88,60.4,False,0.282,GO:0005886,GO:0016020,GO:0005829
9303,464,0.833,cross-mo,0.616,unresolved,0,SEPHS1,0.043,keratin,0.043,W>C,0.348,0.0,0.0,0.348,0.0,2.94,0.17,106.7,False,0.244,GO:0005615,GO:0005737,GO:0016020
9304,12,0.933,cross-mo,0.576,mechanism:disulfide-bond-loss,4,LDLR,0.6,RAS_MAPK,0.05,C>R,0.15,0.0,0.6,0.05,0.1,3.31,0.25,57.1,False,0.15,GO:0005886,GO:0016020,GO:0005794
9306,3994,0.385,dna-driv,0.217,unresolved,0,AR,0.015,transporter,0.025,A>G,0.126,0.045,0.03,0.04,0.186,2.54,0.31,40.9,False,0.313,GO:0005634,GO:0005829,GO:0005886
9307,42,0.429,cross-mo,0.566,unresolved,0,BRAF,0.1,RAS_MAPK,0.1,Q>R,0.3,0.05,0.0,0.0,0.0,1.26,0.65,30.1,False,0.459,GO:0005886,GO:0005829,GO:0005654
9309,876,0.0,cross-mo,0.574,benign-general,1,ELF4,0.047,other,0.0,V>M,0.953,0.0,0.0,0.0,0.0,2.25,0.0,22.6,False,0.56,GO:0005634,GO:0005654,GO:0000981
9311,25,0.556,cross-mo,0.575,unresolved,0,KCNQ1,0.05,ion_channel,0.1,L>P,0.25,0.0,0.0,0.0,0.25,3.74,0.55,51.1,False,0.213,GO:0005829,GO:0005886,GO:0005576
9314,495,0.143,cross-mo,0.412,unresolved,0,KIFC3,0.083,transporter,0.042,Q>R,0.958,0.0,0.0,0.0,0.0,1.11,1.0,30.6,False,0.171,GO:0005886,GO:0005829,GO:0005634
9315,953,0.12,cross-mo,0.378,unresolved,0,IGHMBP2,0.043,other,0.0,P>S,0.34,0.021,0.0,0.128,0.0,2.37,0.33,34.0,False,0.137,GO:0005634,GO:0005737,GO:0005829
9316,14,0.917,cross-mo,0.571,mechanism:disulfide-bond-loss,4,CHST3,0.1,other,0.0,C>Y,0.4,0.05,0.7,0.0,0.0,3.63,0.18,60.7,False,0.29,GO:0005886,GO:0005789,GO:0042802
9320,43,1.0,cross-mo,0.573,unresolved,0,PCCB,0.1,ion_channel,0.05,V>G,0.8,0.0,0.0,0.0,0.0,4.32,0.05,70.5,False,0.205,GO:0005829,GO:0005634,GO:0042802
9324,81,0.944,cross-mo,0.452,unresolved,0,EIF2B2,0.1,other,0.0,M>I,0.95,0.0,0.0,0.0,0.0,2.65,0.0,8.7,False,0.099,GO:0005524,GO:0005739,GO:0005829
9325,92,0.429,cross-mo,0.565,unresolved,0,MAGEB4,0.05,other,0.0,P>S,0.55,0.0,0.0,0.0,0.0,0.99,0.25,28.5,False,0.389,GO:0005634,GO:0005829,GO:0005654
9326,522,0.0,cross-mo,0.596,mechanism:hydrophobicity-switch,2,PMS2,0.077,ion_channel,0.038,Q>L,0.846,0.0,0.0,0.0,0.0,7.25,0.08,21.5,False,0.251,GO:0005634,GO:0005829,GO:0005737
9327,12892,0.016,cross-mo,0.6,mechanism:hydrophobicity-switch,2,PWWP3A,0.008,transporter,0.025,P>L,0.913,0.0,0.0,0.0,0.0,5.07,0.03,52.3,False,0.207,GO:0005634,GO:0005829,GO:0005737
9329,72,1.0,cross-mo,0.556,mechanism:proline-introduction,3,ERCC2,0.1,keratin,0.2,L>P,0.6,0.0,0.0,0.0,0.6,5.04,0.25,58.0,False,0.224,GO:0005829,GO:0005634,GO:0005737
9331,510,1.0,cross-mo,0.614,mechanism:hydrophobicity-switch,2,LDLR,0.12,coagulation,0.08,I>T,1.0,0.0,0.0,0.0,0.0,5.2,0.0,50.6,False,0.171,GO:0046872,GO:0005829,GO:0005886
9335,282,-1.0,cross-mo,0.599,benign-general,1,XRCC2,0.05,RAS_MAPK,0.05,L>F,0.6,0.1,0.0,0.0,0.05,2.02,0.05,38.0,False,0.211,GO:0005829,GO:0005654,GO:0005739
9337,5095,0.643,dna-driv,0.189,unresolved,0,CTNNA3,0.008,transporter,0.043,R>C,0.236,0.051,0.0,0.287,0.0,3.33,0.54,48.4,False,0.334,GO:0005829,GO:0005737,GO:0005634
9339,11,0.917,cross-mo,0.562,unresolved,0,TGFB2,0.2,RAS_MAPK,0.05,I>V,0.1,0.0,0.0,0.05,0.05,2.39,0.6,40.1,False,0.234,GO:0005576,GO:0005615,GO:0008285
9341,517,0.857,cross-mo,0.394,unresolved,0,KCNQ2,0.08,ion_channel,0.12,D>E,0.88,0.0,0.0,0.0,0.0,0.04,0.08,27.0,False,0.315,GO:0005886,GO:0070062,GO:0005829
9342,11,0.5,cross-mo,0.524,unresolved,0,BARD1,0.05,ion_channel,0.05,C>S,0.5,0.05,0.55,0.05,0.05,2.96,0.1,40.0,False,0.412,GO:0005737,GO:0005634,GO:0005886
9344,113,0.273,cross-mo,0.386,unresolved,0,SMAD4,0.05,other,0.0,N>S,0.25,0.0,0.0,0.0,0.05,2.61,0.2,38.8,False,0.291,GO:0005737,GO:0005829,GO:0005634
9345,31,0.857,cross-mo,0.568,mechanism:charge-reversal,2,ARPC1B,0.1,transporter,0.1,N>K,0.95,0.0,0.0,0.0,0.0,0.4,1.05,53.3,False,0.318,GO:0005829,GO:0005634,GO:0005886
9346,723,0.95,cross-mo,0.568,unresolved,0,GALNS,0.056,transporter,0.056,G>V,0.111,0.194,0.083,0.083,0.083,3.71,0.44,54.9,False,0.274,GO:0005737,GO:0070062,GO:0005829
9347,600,0.429,cross-mo,0.604,unresolved,0,SPRN,0.033,ion_channel,0.067,T>I,0.1,0.1,0.0,0.133,0.0,4.04,0.35,62.2,False,0.202,GO:0005886,GO:0005829,GO:0016020
9348,197,0.5,cross-mo,0.593,unresolved,0,TNNT2,0.1,cardiac_sarcomere,0.1,E>K,0.15,0.05,0.0,0.1,0.05,2.85,0.55,45.3,False,0.214,GO:0005886,GO:0005829,GO:0016020
9349,375,0.857,cross-mo,0.42,unresolved,0,FA2H,0.1,ion_channel,0.15,F>L,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.2,False,0.376,GO:0005886,GO:0005829,GO:0005789
9354,2696,0.304,cross-mo,0.574,unresolved,0,CLCNKA,0.022,transporter,0.022,R>W,1.0,0.0,0.0,0.0,0.0,3.6,1.0,54.4,False,0.14,GO:0005886,GO:0016020,GO:0005829
9355,31,0.857,cross-mo,0.592,unresolved,0,ZBTB20,0.1,transporter,0.05,T>R,0.4,0.0,0.0,0.05,0.05,2.87,0.7,40.4,False,0.198,GO:0005634,GO:0008270,GO:0005829
9356,884,0.176,cross-mo,0.592,unresolved,0,EXOC2,0.023,ion_channel,0.045,A>T,0.205,0.045,0.023,0.045,0.068,2.39,0.19,32.3,False,0.345,GO:0005829,GO:0005634,GO:0005886
9359,299,0.25,cross-mo,0.586,unresolved,0,SIX4,0.05,keratin,0.1,G>R,0.4,0.5,0.0,0.0,0.0,3.16,0.68,72.1,False,0.227,GO:0005829,GO:0005737,GO:0005634
9360,2699,0.442,cross-mo,0.568,unresolved,0,MSH2,0.082,transporter,0.022,Q>R,0.388,0.0,0.0,0.0,0.06,1.15,0.76,22.9,False,0.337,GO:0005829,GO:0005634,GO:0005737
9361,13,0.818,cross-mo,0.545,unresolved,0,FAM20C,0.1,ion_channel,0.05,R>P,0.1,0.2,0.0,0.1,0.15,4.01,0.52,62.0,False,0.345,GO:0005829,GO:0005654,GO:0042802
9363,18,0.125,cross-mo,0.601,unresolved,0,KRT83,0.1,keratin,0.3,V>M,0.45,0.0,0.0,0.0,0.0,1.46,0.0,26.5,False,0.178,GO:0005829,GO:0045095,GO:0030280
9364,69,1.0,cross-mo,0.569,mechanism:proline-introduction,3,LMNA,0.45,cardiac_sarcomere,0.05,L>P,0.9,0.0,0.0,0.0,0.9,5.51,0.05,52.8,False,0.582,GO:0005829,GO:0042802,GO:0005200
9367,707,0.625,cross-mo,0.383,unresolved,0,RPIA,0.029,cardiac_sarcomere,0.029,D>G,0.114,0.057,0.057,0.029,0.143,2.51,0.4,47.6,False,0.4,GO:0005829,GO:0005737,GO:0005886
9371,19631,0.366,cross-mo,0.635,unresolved,0,LDLR,0.005,transporter,0.042,G>S,0.054,0.12,0.022,0.033,0.064,2.89,0.3,41.9,False,0.229,GO:0005886,GO:0005829,GO:0005737
9373,1982,0.375,dna-driv,0.267,unresolved,0,ECM1,0.02,keratin,0.02,M>I,0.091,0.162,0.01,0.03,0.0,2.75,0.44,32.5,False,0.087,GO:0005829,GO:0005886,GO:0005737
9374,12,1.0,cross-mo,0.568,unresolved,0,PRDX6,0.1,ion_channel,0.1,R>G,0.15,0.05,0.0,0.1,0.1,3.18,0.62,59.8,False,0.313,GO:0005886,GO:0005737,GO:0005829
9375,386,0.25,cross-mo,0.584,unresolved,0,PEX6,0.1,transporter,0.05,P>S,0.85,0.0,0.0,0.0,0.0,1.04,0.0,23.2,False,0.14,GO:0005737,GO:0005829,GO:0005886
9376,124,-1.0,cross-mo,0.576,benign-general,1,KRTAP2-4,0.05,keratin,0.05,P>L,0.4,0.0,0.1,0.0,0.0,3.54,0.15,53.5,False,0.384,GO:0005634,GO:0005886,GO:0008270
9377,12,0.778,cross-mo,0.576,unresolved,0,ALG1,0.05,RAS_MAPK,0.05,N>I,0.15,0.05,0.0,0.05,0.1,2.86,0.22,44.3,False,0.342,GO:0005886,GO:0005509,GO:0007156
9378,47,0.0,cross-mo,0.584,unresolved,0,TTPA,0.05,other,0.0,A>T,1.0,0.0,0.0,0.0,0.0,2.5,0.0,27.5,False,0.093,GO:0005886,GO:0004930,GO:0004984
9379,21203,0.511,cross-mo,0.634,unresolved,0,PAH,0.006,transporter,0.038,P>L,0.089,0.034,0.076,0.006,0.019,2.9,0.34,45.7,False,0.26,GO:0005886,GO:0005829,GO:0005634
9381,24,0.714,cross-mo,0.581,mechanism:charge-reversal,2,WFS1,0.1,coagulation,0.05,D>N,0.7,0.0,0.0,0.0,0.0,1.48,1.0,10.3,False,0.154,GO:0070062,GO:0005829,GO:0005739
9382,1065,0.294,dna-driv,0.241,unresolved,0,ADAMDEC1,0.038,transporter,0.038,I>T,0.094,0.038,0.0,0.019,0.038,2.09,0.22,31.5,False,0.17,GO:0005886,GO:0005829,GO:0005634
9388,305,0.286,cross-mo,0.634,mechanism:hydrophobicity-switch,2,SLC4A1,0.1,transporter,0.1,V>E,1.0,0.0,0.0,0.0,0.0,7.7,1.0,1.6,False,0.293,GO:0005886,GO:0005737,GO:0016020
9392,102,0.0,cross-mo,0.606,benign-general,1,HCN1,0.1,RAS_MAPK,0.05,P>S,0.95,0.0,0.0,0.0,0.0,0.9,0.0,23.8,False,0.622,GO:0005829,GO:0005886,GO:0005634
9393,2619,0.154,cross-mo,0.579,unresolved,0,MUSK,0.015,ion_channel,0.015,E>G,0.169,0.023,0.008,0.0,0.0,2.74,0.82,42.3,False,0.29,GO:0005829,GO:0005634,GO:0005886
9396,12,1.0,cross-mo,0.535,mechanism:glycine-loss,2,EPHB4,0.1,ion_channel,0.1,G>R,0.5,0.6,0.0,0.05,0.05,3.3,0.7,86.9,False,0.408,GO:0005886,GO:0005829,GO:0005634
9397,406,0.857,cross-mo,0.577,unresolved,0,ENDOG,0.05,transporter,0.05,P>L,0.4,0.05,0.0,0.1,0.0,4.02,0.32,42.7,False,0.211,GO:0005634,GO:0005886,GO:0070062
9398,2890,0.403,cross-mo,0.584,unresolved,0,LDLR,0.028,RAS_MAPK,0.014,E>K,1.0,0.0,0.0,0.0,0.0,0.4,2.0,30.2,False,0.194,GO:0005829,GO:0005886,GO:0005737
9400,159,0.25,cross-mo,0.545,unresolved,0,MMP13,0.05,transporter,0.05,R>H,0.65,0.05,0.0,0.1,0.0,2.34,0.52,26.4,False,0.172,GO:0005829,GO:0005739,GO:0005737
9401,1970,0.273,cross-mo,0.592,mechanism:glycine-loss,2,KRT6C,0.02,keratin,0.112,G>D,1.0,1.0,0.0,0.0,0.0,3.1,1.0,51.0,False,0.252,GO:0005829,GO:0005634,GO:0070062
9402,91,0.571,cross-mo,0.584,unresolved,0,TMC1,0.1,ion_channel,0.05,R>W,0.15,0.0,0.25,0.05,0.0,2.88,0.52,48.4,False,0.259,GO:0005737,GO:0070062,GO:0016020
9403,59,-1.0,cross-mo,0.59,gene-family:collagen,4,COL9A3,0.45,collagen,0.8,P>L,0.95,0.0,0.0,0.0,0.0,5.23,0.0,52.9,False,0.0,GO:0031012,GO:0005788,GO:0030020
9409,878,0.35,cross-mo,0.368,unresolved,0,CCDC110,0.047,hemoglobin,0.047,D>V,0.116,0.0,0.047,0.023,0.047,3.67,0.47,28.4,False,0.218,GO:0005829,GO:0005886,GO:0005654
9410,29,0.5,cross-mo,0.57,unresolved,0,MAF,0.1,other,0.0,T>I,0.45,0.0,0.0,0.0,0.05,4.11,0.0,52.4,False,0.563,GO:0005634,GO:0005737,GO:0005654
9411,640,0.053,cross-mo,0.581,benign-general,1,KRTAP9-3,0.062,keratin,0.062,E>Q,0.062,0.125,0.062,0.031,0.094,2.5,0.28,43.9,False,0.162,GO:0005886,GO:0005634,GO:0005829
9412,14,0.333,cross-mo,0.554,unresolved,0,BARD1,0.05,keratin,0.4,S>L,0.35,0.05,0.0,0.1,0.05,3.42,0.1,82.8,False,0.352,GO:0005829,GO:0005654,GO:0045095
9415,2141,0.29,dna-driv,0.28,unresolved,0,PROKR1,0.019,transporter,0.019,L>V,0.495,0.0,0.0,0.009,0.0,0.88,0.07,23.0,False,0.181,GO:0005886,GO:0005829,GO:0005737
9416,594,0.154,cross-mo,0.6,unresolved,0,GCK,0.069,transporter,0.069,M>I,0.897,0.0,0.0,0.0,0.0,2.65,0.0,6.7,False,0.222,GO:0005886,GO:0004930,GO:0005654
9419,387,0.727,cross-mo,0.575,unresolved,0,GABRA1,0.1,transporter,0.1,F>L,0.7,0.0,0.0,0.0,0.0,1.5,0.0,27.4,False,0.393,GO:0005886,GO:0042802,GO:0005829
9420,643,0.385,cross-mo,0.596,gene-family:keratin,4,KRTAP19-3,0.094,keratin,0.438,G>R,0.25,0.75,0.0,0.031,0.0,2.53,0.34,57.3,False,0.203,GO:0005829,GO:0005882,GO:0005737
9422,890,0.462,cross-mo,0.58,mechanism:cysteine-gain,4,RFT1,0.045,transporter,0.023,Y>C,0.909,0.0,0.0,0.955,0.0,3.71,0.02,86.5,False,0.102,GO:0005829,GO:0005737,GO:0005634
9424,38,0.833,cross-mo,0.565,unresolved,0,IL17RA,0.05,ion_channel,0.2,T>A,1.0,0.0,0.0,0.0,0.0,2.5,0.0,27.5,False,0.167,GO:0005886,GO:0005829,GO:0005737
9428,2597,0.029,cross-mo,0.585,benign-general,1,MRGPRX3,0.016,transporter,0.078,I>V,0.868,0.016,0.0,0.008,0.0,0.5,0.02,28.0,False,0.154,GO:0005886,GO:0004930,GO:0005829
9434,731,0.095,cross-mo,0.61,benign-general,1,TAS2R43,0.028,other,0.0,S>L,0.083,0.139,0.083,0.028,0.028,2.9,0.29,47.1,False,0.154,GO:0005886,GO:0005654,GO:0005634
9440,379,0.917,cross-mo,0.583,mechanism:charge-reversal,2,SDR9C7,0.05,transporter,0.05,R>W,0.8,0.0,0.0,0.0,0.0,3.28,0.92,52.2,False,0.105,GO:0005737,GO:0016020,GO:0005886
9441,18,0.5,cross-mo,0.584,unresolved,0,TBL1XR1,0.15,other,0.0,V>L,0.4,0.0,0.0,0.0,0.0,0.98,0.05,31.4,False,0.497,GO:0005634,GO:0005654,GO:0005829
9442,919,0.0,cross-mo,0.56,benign-general,1,FUT4,0.044,ion_channel,0.022,A>T,0.911,0.0,0.0,0.0,0.0,2.54,0.04,28.4,False,0.193,GO:0005886,GO:0005634,GO:0005829
9446,1337,0.045,cross-mo,0.565,benign-general,1,DNAAF4,0.03,ion_channel,0.03,K>R,0.803,0.0,0.0,0.0,0.0,0.94,0.2,11.2,False,0.228,GO:0005829,GO:0005634,GO:0005886
9448,147,0.4,cross-mo,0.574,unresolved,0,COMP,0.05,coagulation,0.05,P>L,0.2,0.0,0.0,0.0,0.0,3.12,0.42,42.1,False,0.201,GO:0070062,GO:0005829,GO:0005576
